code,name,tipo,titularidad,titular,territorio,dircc,tlf,fax,web,email,jornada,mncp,etps_educ,dist_coche,dist_trns_pub,dist_andnd,dist_coche_min,dist_trns_pub_min,dist_andnd_min
28005374,"CP INF-PRI ""FRANCISCO DE QUEVEDO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de granada 16, 28007, Madrid (Retiro).",915515211,914333827,http://www.educa.madrid.org/cp.quevedo.madrid,cp.quevedo.madrid@educa.madrid.org,Jornada continua,Madrid(Retiro),InfII - Pri,9 min,18 min,34 min,9,18,34
28010746,"CP INF-PRI ""JOSE CALVO SOTELO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de la ciudad de barcelona 83, 28007, Madrid (Retiro).",914337125,914336781,http://www.educa.madrid.org/cp.calvosotelo.madrid,cp.calvosotelo.madrid@educa.madrid.org,Jornada partida,Madrid(Retiro),InfII - Pri,6 min,17 min,32 min,6,17,32
28010886,"CP INF-PRI ""NUESTRA SEÑORA DE LA ALMUDENA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de lope de rueda 48, 28009, Madrid (Retiro).",915735899/915735899,915743106,http://www.educa.madrid.org/cp.almudena.madrid,cp.almudena.madrid@educa.madrid.org,Jornada continua,Madrid(Retiro),InfII - Pri,9 min,21 min,41 min,9,21,41
28006329,"CP INF-PRI ""SAN ISIDORO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de fuenterrabía 15, 28014, Madrid (Retiro).",915514845/682551083,915015983,http://www.educa.madrid.org/cp.sanisidoro.madrid,cp.sanisidoro.madrid@educa.madrid.org,Jornada continua,Madrid(Retiro),InfII - Pri,9 min,16 min,36 min,9,16,36
28005520,"A. HOSP. ""HOSPITAL DEL NIÑO JESUS""",AULA HOSPITALARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de menéndez pelayo 65, 28009, Madrid (Retiro).",914094607,915044473,http://www.educa.madrid.org/cpee.hospitalninojesus.madrid,cpee.hospitalninojesus.madrid@educa.madrid.org,Jornada partida,Madrid(Retiro),EDES,6 min,22 min,33 min,6,22,33
28038550,"A. HOSP. ""HOSPITAL GREGORIO MARAÑON""",AULA HOSPITALARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de o'donnell 50, 28009, Madrid (Retiro).",915290334,915290334,http://www.educa.madrid.org/cpee.hospitalmaranon.madrid,cpee.hospitalmaranon.madrid@educa.madrid.org,Jornada partida,Madrid(Retiro),EDES,7 min,16 min,38 min,7,16,38
28020909,"IES ""ISABEL LA CATOLICA""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de alfonso xii 3, 28014, Madrid (Retiro).",915277878,915302294,http://www.educa.madrid.org/ies.isabellacatolica.madrid,ies.isabellacatolica.madrid@educa.madrid.org,Jornada continua,Madrid(Retiro),ESO - Bach - EPA,9 min,19 min,41 min,9,19,41
28028453,"IES ""LA ESTRELLA""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la estrella polar 10, 28007, Madrid (Retiro).",914095211/914095080,914097680,http://www.educa.madrid.org/ies.laestrella.madrid,ies.laestrella.madrid@educa.madrid.org,Jornada continua,Madrid(Retiro),ESO - Bach - PProf,4 min,9 min,15 min,4,9,15
28021252,"IES ""PACIFICO""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de luis mitjans 41, 28007, Madrid (Retiro).",915523979/915525705,914340337,http://www.educa.madrid.org/ies.pacifico.madrid,ies.pacifico.madrid@educa.madrid.org,Jornada continua,Madrid(Retiro),FPB - FPGM - FPGS,5 min,16 min,26 min,5,16,26
28700295,"EOEP GENERAL ""EQUIPO GENERAL RETIRO-SALAMANCA-CHAMARTIN""",EQUIPO DE ORIENTACIÓN EDUCATIVA Y PSICOPEDAGÓGICA. GENERAL.,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de pío baroja 4, 28009, Madrid (Retiro).",915733932/915734845,915735056,http://www.educa.madrid.org/eoep.retiro.madrid,eoep.retiro.madrid@educa.madrid.org,,Madrid(Retiro),,7 min,18 min,35 min,7,18,35
28010412,"CP INF-PRI ""AMADOR DE LOS RIOS""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"paseo del marqués de zafra 16, 28028, Madrid (Salamanca).",917252610,917261891,http://www.educa.madrid.org/cp.amadordelosrios.madrid,cp.amadordelosrios.madrid@educa.madrid.org,Jornada partida,Madrid(Salamanca),InfII - Pri,7 min,22 min,47 min,7,22,47
28049365,"CP INF-PRI ""GUINDALERA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de bóston 1, 28028, Madrid (Salamanca).",917252437/913559839,917255776,http://www.educa.madrid.org/cp.guindalera.madrid,cp.guindalera.madrid@educa.madrid.org,Jornada partida,Madrid(Salamanca),InfII - Pri,9 min,41 min,1 h y 2,9,41,62
28005431,"CP INF-PRI ""REINA VICTORIA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del príncipe de vergara 61, 28006, Madrid (Salamanca).",915631283,914113067,http://www.educa.madrid.org/cp.reinavictoria.madrid,cp.reinavictoria.madrid@educa.madrid.org,Jornada partida,Madrid(Salamanca),InfII - Pri,10 min,31 min,1 h y 4,10,31,64
28046479,"CEPA ""JOAQUIN SOROLLA""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de alonso heredia 16, 28028, Madrid (Salamanca).",917261664,917256032,http://www.educa.madrid.org/cepa.joaquinsorolla.madrid,cepa.joaquinsorolla.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Salamanca),PProf - EPA,8 min,30 min,1 h y 2,8,30,62
28028428,"IES ""AVENIDA DE LOS TOREROS""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de los toreros 57, 28028, Madrid (Salamanca).",913552326,913561205,http://www.educa.madrid.org/ies.avenidadelostor.madrid,ies.avenidadelostor.madrid@educa.madrid.org,Jornada continua,Madrid(Salamanca),ESO - Bach,6 min,35 min,54 min,6,35,54
28043582,"EEI ""ORI-ORI""",ESCUELA INFANTIL,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de santa tecla 3, 28022, Madrid (San Blas-Canillejas).",917423489/917416239,917416239,http://www.educa.madrid.org/eei.oriori.madrid,eei.oriori.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),InfI,12 min,40 min,1 h y 24,12,40,84
28004990,"CP INF-PRI ""ALBERTO ALCOCER""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida canillejas-vicalvaro 56, 28022, Madrid (San Blas-Canillejas).",913202609/913202609,913200446,http://www.educa.madrid.org/cp.albertoalcocer.madrid,cp.albertoalcocer.madrid@educa.madrid.org,Jornada partida,Madrid(San Blas-Canillejas),InfII - Pri,10 min,47 min,1 h y 14,10,47,74
28066302,"CP INF-PRI ""ALVARO DE BAZAN""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de zurich 10, 28022, Madrid (San Blas-Canillejas).",917757114,913067517,http://www.educa.madrid.org/cp.alvarodebazan.madrid/,cp.alvarodebazan.madrid@educa.madrid.org,Jornada partida,Madrid(San Blas-Canillejas),InfII - Pri,10 min,36 min,1 h y 13,10,36,73
28010473,"CP INF-PRI ""CARMEN CABEZUELO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de cangas de onís 7, 28037, Madrid (San Blas-Canillejas).",913040117,913049991,http://www.educa.madrid.org/cp.carmencabezuelo.madrid,cp.carmencabezuelo.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),InfII - Pri,10 min,33 min,56 min,10,33,56
28005246,"CP INF-PRI ""CIUDAD PEGASO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida séptima 12, 28022, Madrid (San Blas-Canillejas).",917412017,917436218,http://www.educa.madrid.org/cp.ciudadpegaso.madrid,cp.ciudadpegaso.madrid@educa.madrid.org,Jornada partida,Madrid(San Blas-Canillejas),InfII - Pri,12 min,51 min,1 h y 53,12,51,113
28057015,"CP INF-PRI ""EL SOL""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de canillejas a vicálvaro 82, 28022, Madrid (San Blas-Canillejas).",913060345/913060349,913060347,http://www.educa.madrid.org/cp.elsol.madrid,cp.elsol.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),InfII - Pri - EDES,11 min,33 min,1 h y 11,11,33,71
28063805,"CP INF-PRI ""JULIAN MARIAS""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"CEIP Julián Marías, C. de Budapest, 11, San Blas-Canillejas, 28022 Madrid",917609323,,http://www.educa.madrid.org/cp.julianmarias.madrid,cp.julianmarias.madrid@educa.madrid.org,Jornada partida,Madrid(San Blas-Canillejas),InfII - Pri,10 min,56 min,1 h y 23,10,56,83
28006411,"CP INF-PRI ""LA ALAMEDA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de las musas 9, 28022, Madrid (San Blas-Canillejas).",917411453,,http://www.educa.madrid.org/cp.laalameda.madrid,cp.laalameda.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),InfII - Pri,10 min,39 min,1 h y 26,10,39,86
28049377,"CP INF-PRI ""MARIA MOLINER""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de arcos de jalón 34, 28037, Madrid (San Blas-Canillejas).",913133969/606052488,913069463,http://www.educa.madrid.org/cp.mariamoliner.madrid,cp.mariamoliner.madrid@educa.madrid.org,Jornada partida,Madrid(San Blas-Canillejas),InfI - InfII - Pri,7 min,39 min,1 h y 1,7,39,61
28031348,"CP INF-PRI ""MARIANO JOSE DE LARRA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de longares 11, 28022, Madrid (San Blas-Canillejas).",913133789,917759574,http://www.educa.madrid.org/cp.larra.madrid,cp.larra.madrid@educa.madrid.org,Jornada partida,Madrid(San Blas-Canillejas),InfII - Pri,11 min,43 min,1 h y 18,11,43,78
28021148,"CP INF-PRI ""MARQUES DE SUANZES""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida del veinticinco de septiembre 1, 28027, Madrid (San Blas-Canillejas).",917412072,913203617,http://www.educa.madrid.org/cp.marquesdesuanzes.madrid,cp.marquesdesuanzes.madrid@educa.madrid.org,Jornada partida,Madrid(San Blas-Canillejas),InfI - InfII - Pri,10 min,35 min,1 h y 18,10,35,78
28005994,"CP INF-PRI ""PADRE COLOMA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de gutiérrez canales 19, 28022, Madrid (San Blas-Canillejas).",917426447,917412598,http://www.educa.madrid.org/cp.padrecoloma.madrid,cp.padrecoloma.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),InfII - Pri,10 min,43 min,1 h y 34,10,43,94
28025956,"CP INF-PRI ""RAMON MARIA DEL VALLE INCLAN""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de alconera 1, 28037, Madrid (San Blas-Canillejas).",913130739,913130739,http://www.educa.madrid.org/cp.valleinclan.madrid,cp.valleinclan.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),InfI - InfII - Pri,10 min,40 min,1 h y 7,10,40,67
28010977,"CP INF-PRI ""REPUBLICA DE CHILE""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del castillo de uclés 28, 28037, Madrid (San Blas-Canillejas).",913046658,913046658,http://www.educa.madrid.org/cp.chile.madrid,cp.chile.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),InfI - InfII - Pri,9 min,32 min,57 min,9,32,57
28010928,"CP INF-PRI ""REPUBLICA DE PANAMA Nº 1""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de los peones s/n, 28037, Madrid (San Blas-Canillejas).",917754199/917754199,,http://www.educa.madrid.org/cp.panama.madrid,cp.panama.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),InfI - InfII - Pri,10 min,49 min,1 h y 6,10,49,66
28021173,"CP EE ""FUNDACION GOYENECHE""",COLEGIO DE EDUCACIÓN ESPECIAL,Público,AYUNTAMIENTO,Madrid-Capital,"calle de arcos de jalón 22, 28037, Madrid (San Blas-Canillejas).",913240763/913065879,911911495,http://www.educa.madrid.org/cpee.goyeneche.madrid,cpee.goyeneche.madrid@educa.madrid.org,Jornada partida,Madrid(San Blas-Canillejas),EDES,7 min,36 min,59 min,7,36,59
28043259,"CEPA ""CANILLEJAS""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de las musas 11, 28022, Madrid (San Blas-Canillejas).",917411860,,http://www.educa.madrid.org/cepa.canillejas.madrid,cepa.canillejas.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(San Blas-Canillejas),FPB - PProf - EPA,10 min,40 min,1 h y 25,10,40,85
28057805,"CEPA ""LAS ROSAS""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de arcos de jalón 9, 28037, Madrid (San Blas-Canillejas).",913065816,913132523,http://www.educa.madrid.org/cepa.lasrosas.madrid,cepa.lasrosas.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(San Blas-Canillejas),PProf - EPA,7 min,32 min,57 min,7,32,57
28076368,"IES ""ALFREDO KRAUS""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de guadalajara 126, 28022, Madrid (San Blas-Canillejas).",912760100/618228203,917031659,http://www.educa.madrid.org/ies.alfredokraus.madrid,ies.alfredokraus.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(San Blas-Canillejas),ESO - Bach,9 min,39 min,1 h y 13,9,39,73
28020201,"IES ""BARRIO SIMANCAS""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de zaratán 6, 28037, Madrid (San Blas-Canillejas).",913041570,917545083,http://www.educa.madrid.org/ies.barriosimancas.madrid,ies.barriosimancas.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),ESO - Bach,10 min,34 min,59 min,10,34,59
28020557,"IES ""CARLOS III""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de arcos de jalón 116, 28037, Madrid (San Blas-Canillejas).",913064069,913135164,http://www.educa.madrid.org/ies.carlostercero.madrid,ies.carlostercero.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),ESO - Bach,9 min,42 min,1 h y 7,9,42,67
28044902,"IES ""FRANCISCO DE QUEVEDO""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de san román del valle s/n, 28037, Madrid (San Blas-Canillejas).",913065604/913065605,913065606,http://www.educa.madrid.org/ies.quevedo.madrid,ies.quevedo.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),ESO - Bach - FPB FPGM - FPGS,7 min,50 min,59 min,7,50,59
28020582,"IES ""GÓMEZ MORENO""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de hellín 5, 28037, Madrid (San Blas-Canillejas).",913209142/913205445,913203095,http://www.educa.madrid.org/ies.gomezmoreno.madrid,ies.gomezmoreno.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),ESO - Bach,11 min,41 min,1 h y 12,11,41,72
28030976,"IES ""LAS MUSAS""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de carlos ii s/n, 28022, Madrid (San Blas-Canillejas).",913065946/913069247,913240028,http://www.educa.madrid.org/ies.lasmusas.madrid,ies.lasmusas.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),ESO - Bach - FPB FPGM - FPGS,10 min,57 min,1 h y 19,10,57,79
28039840,"IES ""MARQUES DE SUANZES""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida del veinticinco de septiembre 3, 28027, Madrid (San Blas-Canillejas).",917414653,913200619,http://www.educa.madrid.org/ies.marquesdesuanzes.madrid,ies.marquesdesuanzes.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),ESO - Bach,10 min,35 min,1 h y 17,10,35,77
28020570,"IES ""SAN BLAS""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de arcos de jalón 120, 28037, Madrid (San Blas-Canillejas).",913061148,913240029,http://www.educa.madrid.org/ies.sanblas.madrid,ies.sanblas.madrid@educa.madrid.org,Jornada continua,Madrid(San Blas-Canillejas),ESO - FPB - FPGM FPGS,10 min,38 min,1 h y 10,10,38,70
28701202,"EOEP ESPECÍFICO ""ALTAS CAPACIDADES""",EQUIPO DE ORIENTACIÓN EDUCATIVA Y PSICOPEDAGÓGICA. ESPECÍFICO,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida canillejas a vicálvaro 82, 28022, Madrid (San Blas-Canillejas).",,,http://www.educa.madrid.org/eoep.altascapacidades.madrid,eoep.altascapacidades.madrid@educa.madrid.org,,Madrid(San Blas-Canillejas),,11 min,33 min,1 h y 11,11,33,71
28700741,"EOEP ESPECÍFICO ""DEFICIENCIAS AUDITIVAS""",EQUIPO DE ORIENTACIÓN EDUCATIVA Y PSICOPEDAGÓGICA. ESPECÍFICO,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida canillejas a vicalvaro 82, 28022, Madrid (San Blas-Canillejas).",917601521/917600257,913135254,http://www.educa.madrid.org/eoep.auditivas.madrid,eoep.auditivas.madrid@educa.madrid.org,,Madrid(San Blas-Canillejas),,11 min,33 min,1 h y 11,11,33,71
28700763,"EOEP ESPECÍFICO ""DEFICIENCIAS MOTORICAS""",EQUIPO DE ORIENTACIÓN EDUCATIVA Y PSICOPEDAGÓGICA. ESPECÍFICO,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida canillejas a vicalvaro 82, 28022, Madrid (San Blas-Canillejas).",913060730/913061834,917754077,http://www.educa.madrid.org/eoep.motoricas.madrid,eoep.motoricas.madrid@educa.madrid.org,,Madrid(San Blas-Canillejas),,11 min,33 min,1 h y 11,11,33,71
28700738,"EOEP ESPECÍFICO ""DEFICIENCIAS VISUALES""",EQUIPO DE ORIENTACIÓN EDUCATIVA Y PSICOPEDAGÓGICA. ESPECÍFICO,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de canillejas a vicálvaro 82, 28022, Madrid (San Blas-Canillejas).",913506288,,http://www.educa.madrid.org/eoep.visuales.madrid,eoep.visuales.madrid@educa.madrid.org,,Madrid(San Blas-Canillejas),,11 min,33 min,1 h y 11,11,33,71
28701214,"EOEP ESPECÍFICO ""DIFICULTADES DE APRENDIZAJE,TRASTORNOS DE LENGUAJE Y TRASTORNO DEFICIT  ATENCION CON HIPERACTIVIDAD""",EQUIPO DE ORIENTACIÓN EDUCATIVA Y PSICOPEDAGÓGICA. ESPECÍFICO,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida canillejas a vicálvaro 82, 28022, Madrid (San Blas-Canillejas).",,,http://www.educa.madrid.org/eoep.tdah.madrid,eoep.tdah.madrid@educa.madrid.org,,Madrid(San Blas-Canillejas),,11 min,33 min,1 h y 11,11,33,71
28700751,"EOEP ESPECÍFICO ""E.E. ALTERACIONES GRAVES DESARROLLO""",EQUIPO DE ORIENTACIÓN EDUCATIVA Y PSICOPEDAGÓGICA. ESPECÍFICO,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de canillejas a vicálvaro 82, piso: 2, 28022, Madrid (San Blas-Canillejas).",915547737/915542242,915343691,http://www.educa.madrid.org/eoep.alteracionesdesarrollo.madrid,eoep.alteracionesdesarrollo.madrid@educa.madrid.org,,Madrid(San Blas-Canillejas),,11 min,33 min,1 h y 11,11,33,71
28700568,"EOEP ATEN-TEMPR ""EQUIPO ATENCION TEMPRANA SAN BLAS""",EQUIPO DE ORIENTACIÓN EDUCATIVA Y PSICOPEDAGÓGICA. ATENCIÓN TEMPRANA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida canillejas a vicalvaro 82, 28022, Madrid (San Blas-Canillejas).",913064808/913064808,913064808,http://www.educa.madrid.org/eoep.at.sanblas,eoep.at.sanblas@educa.madrid.org,,Madrid(San Blas-Canillejas),,11 min,33 min,1 h y 11,11,33,71
28043430,"EEI ""LOS ANGELES""",ESCUELA INFANTIL,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de bravo murillo 241, 28020, Madrid (Tetuán).",915701196,915701196,http://www.educa.madrid.org/eei.losangeles.madrid,eei.losangeles.madrid@educa.madrid.org,Jornada continua,Madrid(Tetuán),InfI,14 min,49 min,2 h y 4,14,49,124
28010552,"CP INF-PRI ""DOCTOR FEDERICO RUBIO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida del doctor federico rubio y galí 53, 28039, Madrid (Tetuán).",914502091,914595006,http://www.educa.madrid.org/cp.federicorubio.madrid,cp.federicorubio.madrid@educa.madrid.org,Jornada continua,Madrid(Tetuán),InfI - InfII - Pri,16 min,51 min,1 h y 58,16,51,118
28010591,"CP INF-PRI ""FELIPE II""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle vía límite 12, 28029, Madrid (Tetuán).",913157353,917339393,http://www.educa.madrid.org/cp.felipesegundo.madrid,cp.felipesegundo.madrid@educa.madrid.org,Jornada continua,Madrid(Tetuán),InfII - Pri,11 min,45 min,2 h y 21,11,45,141
28025971,"CP INF-PRI ""IGNACIO ZULOAGA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de alejandro rodríguez 34, 28039, Madrid (Tetuán).",914509620,,http://www.educa.madrid.org/cp.zuloaga.madrid,cp.zuloaga.madrid@educa.madrid.org,Jornada partida,Madrid(Tetuán),InfII - Pri,18 min,49 min,2 h y 3,18,49,123
28050343,"CP INF-PRI ""JAIME VERA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de bravo murillo 162, 28020, Madrid (Tetuán).",915723019/915723026,915709453,http://www.educa.madrid.org/cp.jaimevera.madrid,cp.jaimevera.madrid@educa.madrid.org,Jornada continua,Madrid(Tetuán),InfI - InfII - Pri,15 min,43 min,1 h y 53,15,43,113
28021461,"CP INF-PRI ""JOSE ORTEGA Y GASSET""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de orense 87, 28020, Madrid (Tetuán).",915720997,915701341,http://www.educa.madrid.org/cp.ortegaygasset.madrid,cp.ortegaygasset.madrid@educa.madrid.org,Jornada continua,Madrid(Tetuán),InfII - Pri,13 min,47 min,2 h y 2,13,47,122
28005714,"CP INF-PRI ""JUAN RAMON JIMENEZ""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del marqués de viana 58, 28039, Madrid (Tetuán).",915717512/679297717,914250976,http://www.educa.madrid.org/cp.juanramonjimenez.madrid,cp.juanramonjimenez.madrid@educa.madrid.org,Jornada continua,Madrid(Tetuán),InfII - Pri,14 min,50 min,2 h y 10,14,50,130
28006071,"CP INF-PRI ""PIO XII""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del delfín 2, 28029, Madrid (Tetuán).",913151221/653886482,917336758,http://www.educa.madrid.org/cp.piodoce.madrid,cp.piodoce.madrid@educa.madrid.org,Jornada continua,Madrid(Tetuán),InfII - Pri,13 min,41 min,2 h y 9,13,41,129
28042930,"CEPA ""TETUAN""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de pinos alta 63, 28029, Madrid (Tetuán).",917333837,917333094,http://www.educa.madrid.org/cepa.tetuan.madrid,cepa.tetuan.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Tetuán),FPB - PProf - EPA,14 min,40 min,2 h y 14,14,40,134
28028477,"IES ""JAIME VERA""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la infanta mercedes 47, 28020, Madrid (Tetuán).",915700250/915793153,915715023,http://www.educa.madrid.org/ies.jaimevera.madrid,ies.jaimevera.madrid@educa.madrid.org,Jornada continua,Madrid(Tetuán),ESO - Bach - PProf,14 min,50 min,1 h y 58,14,50,118
28020806,"IES ""NUESTRA SEÑORA DE LA ALMUDENA""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"plaza de la remonta 17, 28039, Madrid (Tetuán).",915712857/914126638,,http://www.educa.madrid.org/ies.almudena.madrid,ies.almudena.madrid@educa.madrid.org,Jornada continua,Madrid(Tetuán),ESO - Bach,13 min,46 min,2 h y 9,13,46,129
28020831,"IES ""TETUAN DE LAS VICTORIAS""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle vía límite 14, 28029, Madrid (Tetuán).",913146706,913157489,http://www.educa.madrid.org/ies.tetuan.madrid,ies.tetuan.madrid@educa.madrid.org,Jornada continua,Madrid(Tetuán),FPB - FPGM - FPGS,11 min,44 min,2 h y 20,11,44,140
