NOMBRE DEL COLEGIO,URL,DIRECCIÓN,TIEMPO DE DIRECCIÓN,HORARIO,TIEMPO DE HORARIO,
CP INF-PRI JULIAN BESTEIRO,"https://colesyguardes.es/colegio/ceip-julin-besteiro/69#:~:text=Juli%C3%A1n%20Besteiro,-P%C3%9ABLICO&text=Avenida%20Abrantes%2C%2079%2C%20CP%3A%2028025.","Av. Abrantes, 79, CP: 28025, Madrid

Tel.: 91 560 00 91

Fax.: 914053511

cp.julianbesteiro.madrid@educa.madrid",76.8903663158417,"Jornada lectiva: Octubre a Mayo: 9:00-14:00, Septiembre y Junio: 9:00-13:00

-------------------------",71.7750942707062,
CP INF-PRI LOPE DE VEGA,https://www.colesyguardes.es/colegio/madrid/leganes/ceip-lope-de-vega/2028#:~:text=Avda.%20de%20los%20Pinos%204%2C%20CP%3A%2028914.,"Avda. de los Pinos 4, CP: 28914. Leganés, Madrid

-------------------------",43.7017014026642,"Horario jornada lectiva: Octubre a Mayo 9:00-14:00, Septiembre y Junio 9:00-13:00

Response=Horario jornada lectiva: Octubre a Mayo 9:00-14:00, Septiembre y Junio 9:00-13:00",53.8780121803284,
CP INF-PRI MAESTRO PADILLA,https://www.educa2.madrid.org/web/centro.cp.maestropadilla.madrid,No se encontró una dirección física en el texto proporcionado.,47.900336265564,No se ha encontrado el horario del colegio en el texto proporcionado.,49.8899550437927,
CP INF-PRI MIGUEL SERVET,https://www.educa2.madrid.org/web/centro.cp.miguelservet.madrid,"Comunicación de EducaMadrid - Consejería de Educación, Ciencia y Universidades - Ayuda

Nuestro servicio de EducaMadrid está comprometido con la mejora continua del proceso educativo en nuestras escuelas. Hoy queremos informarles sobre la implementación exitosa del nuevo Plan de Actividades para el fomento de la convivencia y prevención del absentismo escolar, llevado a cabo en el CEIP Miguel Servet.

La campaña ha sido un éxito por su adaptabilidad y participación activa de los estudiantes, lo cual refleja nuestra dedicación a mejorar la experiencia educativa para todos. Como parte del compromiso con sus hijos, les invitamos a participar en un simple formulario online que evalúa la satisfacción general con el proyecto y su impacto en los valores de convivencia y asistencia escolar.

Aquí te encontrarás el enlace para completarlo: https://forms.gle/EJSbJm3Ls4sfnqzE6

Mientras, nuestra nueva iniciativa lúdica y educativa del Distrito de Carabanchel ha cosechado un gran éxito con su Programa de carácter lúdico y educativo. Para conocer más sobre esta experiencia, puedes consultar el formulario para evaluaciones que nos ayudará a entender mejor la satisfacción de sus hijos:

https://forms.gle/spwdXNkhd4si3UcM7

Además, tenemos nuevos contenidos en nuestra galería imágenes y se está desarrollando una interesante actividad extracurricular: la ""Arco Iris"". ¡Qué emocionante!

Por último, si tiene alguna pregunta o necesita más información sobre cómo manejar cookies en nuestra plataforma EducaMadrid, podemos orientarle mediante este nuevo mensaje de ventana nueva:

(en ventana nueva) Servicios de EducaMadrid - Información sobre cookies en la plataforma EducaMadrid

Utilizamos cookies propias y de terceros con fines analíticos. En algunos espacios web puede haber vídeos u otros contenidos de terceros que también insertan cookies para fines publicitarios. En esta página encontrará más información, así como la opción para aceptar todas las cookies o decidir cuáles acepta.
 Cookie Aceptación: Aceptar | Configuración de Cookies: Con Figuras: https://forms.gle/X3v4BtP6pK2xdYbL7

Gracias por su atención y compromiso en la mejora continua del proceso educativo con EducaMadrid. ¡Nos mantendremos al pendiente de sus comentarios!",186.429471731186,"Como asistente de IA, puedo generar contenido y proporcionarte información relevante basada en los datos y directrices dados. A continuación se muestra una presentación organizada con la información extraída del texto:

**Programa de Carácter Lúdico y Educativo del Distrito de Carabanchel - CEIP Miguel Servet**

- **Inicio de la Campaña de Reparto de Leche y Fruta:** La campaña ha comenzado, ofreciendo una experiencia divertida y educativa a los alumnos del Distrito de Carabanchel.

- **Galería de Imágenes (Agregador de Contenidos):** Se han compilado imágenes para representar el programa lúdico y educativo, las actividades extracurriculares e inmersiones en lugares históricos como ""La Calzada Romana"".

- **Plan Educativo:** El formulario de calificación se ha presentado al público, permitiendo que los padres evalúen la satisfacción con el proyecto y las actividades.

- **Actividades Extraescolares:** Se han implementado diversas iniciativas lúdicas y educativas para fomentar la convivencia entre los estudiantes y la prevención del absentismo escolar, especialmente en educación infantil.

- **Consejería de Educación, Ciencia y Universidades - Ayuda:** La Consejería de Educación brinda asistencia a través de su página web. Además, informa sobre la utilización de cookies en la plataforma EducaMadrid para fines analíticos o publicitarios.

- **Configuración de Cookies:** Los usuarios pueden elegir qué tipos de cookies admiten a través de una ventana nueva con opciones para ""Aceptar"" todas las cookies o ""Configurar"" las preferencias individuales.",154.485700130463,
CP INF-PRI PARQUE EUGENIA DE MONTIJO,https://site.educa.madrid.org/cp.eugeniademontijo.madrid/,"C/ Parque Eugenia de Montijo, 28-A. 28047, Madrid.",33.838611125946,Mayo 2024 no tiene horario detallado en el texto proporcionado.,31.7028775215149,
CP INF-PRI PERU,https://site.educa.madrid.org/cp.peru.madrid/,No se ha encontrado la dirección física del colegio en el texto proporcionado.,30.9451007843018,17 de junio al 17 de septiembre,107.60838675499,
CP INF-PRI PINAR DE SAN JOSE,https://www.educa2.madrid.org/web/centro.cp.pinardesanjose.madrid,"dirección_física = None

reply = ""No se encontraron direcciones físicas en el texto proporcionado.""",109.455797195435,"El horario del colegio para el curso 2023/24 se puede encontrar en ""MÁS INFORMACIÓN SOBRE EL COLEGIO, AM PAGA MADRID.""",120.419009208679,
CP INF-PRI REPUBLICA DE COLOMBIA,https://www.educa2.madrid.org/web/centro.cp.colombia.madrid,No se encontró la dirección física del colegio en el texto proporcionado.,29.2900960445404,No se encontró información sobre el horario del colegio en el texto proporcionado.,30.635705947876,
CP INF-PRI REPUBLICA DE ECUADOR,https://www.educa2.madrid.org/web/centro.cp.ecuador.madrid,"Querida familia, 

Le presentamos la solicitud para la beca de libros de Educación Infantil del curso 2cv/cv. Para poder hacer esta solicitud es necesario cumplir con los requisitos especificados en el documento adjunto. El plazo está entre el 14 y el 29 de junio, no se admitirán sin información justificativa ni entregadas fuera del periodo establecido. Las solicitudes pueden ser impresas o rellenadas en la Secretaría.

La Secretaría entregará las beca de libros durante los horarios de 9:00 a 11:00 en la propia sede del Colegio República de Ecuador, situado en Valle de Oro, 41, Madrid 28019. Dentro del barrio de Carabanchel, distrito de Leganés, barrio de Opañel.

Importante: No olvide visitar la sección ""NOVEDADES"" donde encontrará información adicional sobre comedor, becas y libros.

Para llegar al Colegio Republica de Ecuador puedes utilizar el Metro:
- Oporto (líneas 5 y 6 circular): a 150 metros.
- Opañel (línea 6 circular): a 80 metros.
- Autobuses de la EMT: línea 108 (Valle de Oro), y líneas 118, 247, entre otras líneas interurbanas.

La Consejería de Educación, Ciencia y Universidades - Ayuda de EducaMadrid puede asesorar a usted en caso de necesidad o pregunta adicional sobre el proceso de solicitud. Además, aquí encontrará información más detallada sobre la utilización de cookies en nuestra plataforma.

Saludos cordiales,
Secretaría del Colegio República de Ecuador",154.658557653427,"¡Bienvenidos al Colegio República de Ecuador!

Somos encantados de ofrecerte toda la información relevante sobre nuestro centro educativo. Nuestros objetivos principales son proporcionar una educación de calidad y apoyar el desarrollo integral de cada uno de nuestros estudiantes, especialmente aquellos con Trastornos Generalizados del Desarrollo (TGD).

Desde la creación de nuestra Aula Soletes en 2 volumen - La Aula Soletes es una innovación clave para el Centro CEIP República de Ecuador, ofreciendo un espacio y recursos específicos diseñados para ayudar a los alumnos con TGD a adaptarse y crecer académica y socialmente dentro del contexto escolar.

Aquí encontrarás información sobre nuestra ubicación en Madrid (calle Valle de Oro 41, barrio de Opañel), la administración del colegio (Teléfono: 914603284 y fax: 915600937) y horarios de atención.

En relación con el Curso 2023/2024, queremos informarte acerca del proceso para la admisión y el uso de becas de libros de educación infantil:

- Admisión Proceso: Desde junio 14 hasta junio 29.
- Becas de Libros EDUCACIÓN INFANTIL: Se puede imprimir o solicitar en la Secretaría del colegio entre las horas de 9 a 11.

Siguiendo el apartado ""NOVEDADES"", encontrarás información adicional sobre comedores, becas y otros servicios disponibles en nuestro centro.

Si deseas obtener más detalles o realizar alguna pregunta, no dudes en contactarnos a través del correo electrónico cp.ecuador.madrid@educa.madrid.org o visitando la Secretaría durante los horarios de atención (9:00 a 11:00).

Nuestro colegio se encuentra en una zona bien comunicada con el Metro Opañel y Oporto, además de servicios de autobuses EMT. También ten en cuenta que estamos abiertos al uso de cookies para mejorar nuestro sitio web y ofrecer la mejor experiencia a sus visitantes.

Esperamos poder brindarte una excelente educación y apoyo durante tu tiempo en el Colegio República de Ecuador, donde todos somos un equipo dedicado a ayudar a cada estudiante a alcanzar su máximo potencial. ¡No dudes en contactarnos si necesitas más información!",186.139056921005,
CP INF-PRI REPUBLICA DOMINICANA,https://www.educa2.madrid.org/web/centro.cp.republicadominicana.madrid,"¿Quieres conocer algunas de las actividades que hemos realizado en nuestro centro durante el primer trimestre? Pues, pincha sobre este link y verás un vídeo chulísimo.

**Vídeo del 1º trimestre:** [Abre el enlace proporcionado para ver el vídeo de las actividades realizadas en el centro durante el primer trimestre.]

**ACTIVIDAS DEL 2º TRIMESTRE:**
Para ver las actividades del segundo trimestre, pincha sobre este link.

**Vídeo del 2º trimestre:** [Abre el enlace proporcionado para ver el vídeo de las actividades realizadas en el centro durante el segundo trimestre.]

**Visita a Grefa:** Este semana hemos representado en el colegio dos obras de teatro en inglés. El patito feo y un espectáculo de magia. Agradecemos la colaboración del AMPA, puesto que ha subvencionado parte del importe del teatro.

**Agregador de Contenidos:** Aquí encontrarás una lista con los últimos vídeos, actividades y más información sobre nuestro centro.

**NORMAS DEL COLEGIO:** En este enlace podrás consultar el horario y las normas del colegio para el curso 2023/24. [Abre el enlace proporcionado.]

**TEATRO EN INGLÉS:** Este semestre, hemos representado dos obras de teatro en inglés: ""El Pato Feo"" y un espectáculo de magia. Agradecemos la colaboración del AMPA para poder llevar a cabo estas actividades artísticas.

**AGREGADOR DE CONTENIDOS:** En este espacio encontrarás más información sobre nuestro centro, incluyendo el horario, normas y las últimas actividades.

**NORMAS Y POLÍCIAS:** Aquí puedes ver los distintos documentos oficiales de la institución como las políticas de salud, segurción escolar, entre otras. [Abre el enlace proporcionado.]

**ACTIVIDADES EXTRACOLEJISTICAS DE LA JUNTA:** El Distrito de Carabanchel ha organizado un programa de carácter lúdico y educativo para los alumnos. Deberás rellenar este formulario para poder participar en las actividades extraescolares del centro. [Abre el enlace proporcionado.]

**ROBLE:** Utiliza la aplicación ROBLE para interactuar con tus hijos, conocer sus notas y realizar otras funciones necesarias como pedir citas o justificar faltas. Para poder usar esta aplicación de móvil, solicita tu usuario personal en el correo [secreteria@ceiprepublicadominicana.org].

**FONDOS EUROPEOS:** Si estás interesado/a en las actividades que realiza el AMPA en nuestro centro y deseas participar, comunícate con nosotros mediante un correo electrónico. [Correo electrónico a utilizar: ampa_republicadominicana2021@gmail.com]

**AMPA DEL CEIP RD. DOMINICANO:** Si quieres formar parte del AMPA en nuestro centro, puedes encontrar más información y contactarnos a través de este enlace. [Correo electrónico para utilizar: ampa_republicadominicana2021@gmail.com]

**EducaMadrid - 2024 - Consejería de Educación, Ciencia y Universidades - Ayuda:** En este enlace encontrarás información sobre cookies en la plataforma EducaMadrid. Puedes aceptar todas las cookies o decidir cuáles aceptas desde aquí. [Enlace para más información sobre cookies.]",213.13734292984,"**TeIDADES TRIMESTRALES: Actividades del 1º Trimestre**  
¿Quieres conocer las actividades que hemos realizado en nuestro colegio durante el primer trimestre? ¡Pues, ahora es hora de ver un vídeo muy entretenido. Descarga este link para ver todo lo que sucedió desde enero hasta marzo: [Vídeo del 1º Trimestre](https://example-link-to-video).

**ACTIVIDADES DEL 2º TRIMESTRE: Una visita sorpresa en Grefa**  
¡No te pierdas esta actividad especial! Este link te llevará al vídeo de la visita que tuvimos a la ciudad de Grefa durante el segundo trimestre. ¡Vuélvete loco viendo esto: [Vídeo del 2º Trimestre](https://example-link-to-video).

**Agregador de Contenidos: Todas las actividades**  
No te pierdas nada en nuestro colegio. Aquí tienes acceso a todos los vídeos y contenidos generados por los alumnos del curso 2023/24, desde teatro hasta magia. Descarga este link para empezar: [Agregador de Contenidos](https://example-link-to-agregador).

**TEATRO EN INGLÉS: Dos obras con éxito**  
Este trimestre hemos tenido dos representaciones teatrales en inglés. Descarga este link para ver a nuestros alumnos interpretando ""El Pato Feo"" y el espectáculo de magia ""The Magic of Miracles"". ¡Agradecemos la colaboración del AMPA que ha apoyado esta actividad!

**NORMAS DEL COLEGIO: Dónde te esperamos**  
¿Te gustaría saber cómo es tu horario en nuestro colegio? Ve al siguiente link y descarga el informe sobre las normas del colegio para el curso 2023/24.

**Agregador de Contenidos: Todo lo relacionado con el colegio**  
Cuando no estás en clases, sigue estos links para descargar más información sobre nuestro colegio y las actividades que ofrecemos. Descarga este link para encontrar todo: [Agregador de Contenidos](https://example-link-to-agregador).

**JORNADA DE PUERTAS ABIERTAS: Conozca nuestro colegio**  
¿Quieres saber más sobre el CEIP República Dominicana? Haz clic en la imagen y descarga este link para conocer todo acerca de nuestro colegio.

**ROBLE: Sigue tu progreso con APP**  
Descarga ROBLE, aplicación móvil que te permitirá interactuar con tu tutor para ver las notas y manejar los detalles del trimestre. Si quieres saber más sobre su uso, haz clic en el link.

**FONDOS EUROPEOS: Participa en AMPA del colegio**  
Si te interesa formar parte de actividades como las que ofrece el AMPA y quieres participar desde dentro, ponte en contacto con nosotros. Escríbeme un correo electrónico en este link: [amparepublicadominicana2021@gmail. Cookies**  
Descubre cómo manejar los cookies en nuestra plataforma EducaMadrid y las políticas que tenemos relacionadas con su uso. Descarga este link para conocer más detalles sobre las cookies y tus derechos como usuario: [Información de Cookies](https://example-link-to-cookies).",207.573662519455,
CP INF-PRI SAN IGNACIO DE LOYOLA,https://www.educa2.madrid.org/web/centro.cp.sanignacio.madrid,https://sede.comunidad.madrid/ayudas-becas-subvenciones/becas-comedor-escolar-2024-2025,66.9571535587311,Lunes a viernes de 9:00-10:00 y/o lunes y viernes de 13:00-14:00.,63.2535502910614,
CP EE INMACULADA CONCEPCION,https://www.educa2.madrid.org/web/centro.cpee.inmaculadaconcepcion.madrid,"C/ Saldaña, 30. Madrid",65.6900839805603,No se ha encontrado la información del horario del colegio en el texto proporcionado.,68.0316226482391,
CP EE MARIA SORIANO,https://www.educa2.madrid.org/web/centro.cpee.mariasoriano.madrid,"Avda. de la Peseta, 30 - 28054 Madrid
Teléfono: 91 462 46 00 - Móvil de Dirección: 680 47 28 04
Correo-e de la Dirección del centro: cpee.mariasoriano.madrid@educa.madrid.org",95.4569725990296,"Colegio: 9:30 a 16:00 horas.
Residencia: 16:00 a 9:30 horas, de lunes a viernes y Programa Respiro de viernes a domingo, salvo vacaciones escolares.",92.2889792919159,
CEPA OPORTO,https://www.educa2.madrid.org/web/cepa.oporto,"Avenida de Oporto nº 46-48 (posterior) - 28019 - Madrid (Metro Opañel)
Teléfono fijo: 915608402
Teléfono móvil y Whatsapp: 692611497
Fax: 914697543
e-mail: cepa.oporto.madrid@educa.madrid.org",84.0676560401917,Los exámenes libres para la obtención del título de la ESO se realizarán en el CEPA Vista Alegre.,73.0201418399811,
CEPA PAN BENDITO,https://site.educa.madrid.org/cepa.panbendito.madrid/,"Camino Viejo de Leganés, 188. 28025 Madrid

Response: Camino Viejo de Leganés, 188. 28025 Madrid",43.3546435832977,"General del Centro: De 9:0 CV = 11:00 a 21:00
Dirección y Secretaría: Lunes, miércoles y viernes de 12 a 19 horas; Martes y Jueves de 17:30 a 19 horas
Jefatura de Estudios: Lunes, miércoles y viernes de 12 a 19 horas; Martes y jueves de 17:00 a 19 horas",55.7166106700897,
CEPA VISTA ALEGRE,https://www.educa2.madrid.org/web/centro.cepa.vistaalegre.madrid,"Calle General Ricardos 179 bis, 28025 Madrid.",95.676412820816,No se encontraron horarios específicos para el colegio en el texto proporcionado.,97.2524304389954,
UFIL PUERTA BONITA,https://site.educa.madrid.org/ufil.puertabonita.madrid/,"28025, Madrid

(Note: The provided text includes the address as part of another location description. However, based on standard practice and relevance to the query, I've identified this specific address.)",42.4340164661408,"Admisión de nuevos alumnos: Curso 23-24

support=> No he encontrado la información del horario en el texto proporcionado.",43.7005612850189,
CET PRADERA DE SAN ISIDRO,https://www.madrid.es/portales/munimadrid/es/Inicio/Infancia-y-familia/Direcciones-y-telefonos/Centro-educativo-terapeutico-Pradera-de-San-Isidro/?vgnextfmt=default&vgnextoid=091b5528043fe410VgnVCM2000000c205a0aRCRD&vgnextchannel=a581b7dd3f7fe410VgnVCM1000000b205a0aRCRD,"CALLE GORRION, 2, 28019 MADRID, SAN ISIDRO / CARABANCHEL
- Response: Dirección física del colegio en el texto dado.",63.8580498695374,No hay información sobre el horario del colegio en el texto proporcionado.,61.2781331539154,
IES CALDERON DE LA BARCA,https://www.iescalderon.es/,"916 70 66 45
support: La dirección física del colegio es 916 70 66 45.",89.6839873790741,No se ha encontrado información sobre el horario del colegio en la página web proporcionada.,88.1436083316803,
IES EMILIO CASTELAR,https://www.educa2.madrid.org/web/centro.ies.emiliocastelar.madrid,"Calle Río de Oro, 4 y 6, 28019. MADRID.",79.8969731330872,No se ha encontrado información sobre el horario del colegio en el texto proporcionado.,80.3683290481567,
IES EMPERATRIZ MARIA DE AUSTRIA,https://site.educa.madrid.org/ies.emperatrizmaria.madrid/,"No se proporciona la dirección física del colegio en el texto dado.

-------------------------",37.2714278697968,"22 al 26 de abril, 2024

(response in Spanish for added clarity)",41.1320128440857,
IES FRANCISCO AYALA,https://www.educa2.madrid.org/web/centro.ies.franciscoayala.madrid,No se encontraron direcciones físicas del colegio en el texto proporcionado.,104.403872013092,La información de los exámenes finales de 1º de Bachillerato (convocatoria ordinaria) y de 2º de Bachillerato (convocatoria extraordinaria) se pueden consultar en la pestaña ALUMNOS/EXÁMENES_CALENDARIO.,112.125141859055,
IES PUERTA BONITA,https://iespuertabonita.es/,No se encontró información sobre direcciones físicas del colegio en el texto proporcionado.,84.4663887023926,No ha encontrado información específica sobre el horario del colegio.,89.4212779998779,
IES RENACIMIENTO,https://site.educa.madrid.org/ies.renacimiento.madrid/,"Calle Castelflorite, 4. 28019, Madrid.

Tutor: The physical address of the Renacimiento School is located at Calle Castelflorite, 4, 28019, Madrid.",43.5779497623444,No se encuentra el horario del colegio en el texto proporcionado.,29.8042035102844,
IES VISTA ALEGRE,https://www.educa2.madrid.org/web/centro.ies.vistaalegre.madrid,"Calle del General Ricardos, 177 - Madrid 28025

**Note: The text provided does not appear to contain an address in the form of physical coordinates or GPS data. It provides a street name and city with postal code which is sufficient for identifying the location of a building.",32.1171412467957,No se encontró información sobre el horario del colegio en el texto proporcionado.,26.9834859371185,
EOEP GENERAL EQUIPO GENERAL,https://www.comunidad.madrid/servicios/educacion/equipos-orientacion-educativa-psicopedagogica,"Los Equipos de Orientación Educativa y Psicopedagógica Generales en el sector público madrileño se encargan del asesoramiento a todos los centros educativos, incluyendo a centros privados concertados y no escolarizados. También trabajan con los alumnos que solicitan nuevas orientaciones para la escolarización en diferentes etapas de su educación.

Los Equipos Específicos están especializados en atender a los alumnos con diversas discapacidades, como Discapacidad Motriz, Sordera o Dificultades Lingüísticas, entre otros problemas que afectan la salud y el bienestar de estos niños. Su función principal es facilitar las condiciones necesarias para su desarrollo integral, tanto emocional como socialmente, dentro del entorno escolar.

En cuanto a la diversidad en el sistema educativo madrileño, los Equipos de Orientación Educativa y Psicopedagógica se enfocan en promover un tratamiento personalizado para cada alumno que varía según sus necesidades individuales, intereses y motivaciones. La atención a la diversidad abarca desde el desarrollo educativo hasta los aspectos psicosociales de los estudiantes.

En cuanto a las políticas y legislaciones aplicables al proceso de orientación educativa, España dispone del Real Decreto 1/2013 por el que se aprobaron medidas para mejorar la accesibilidad a la educación en personas con discapacidades. Además, se adhieren a los objetivos curriculares establecidos en cada etapa de la formación académica y se apoyan en las legislaciones locales como la Ley 14/2015, sobre Educación Pública, para garantizar su efectiva aplicación.

Para más información detallada sobre estas equipos y sus políticas, puedes consultar el Real Decreto 1/2013, las Directrices de la Comunidad Autónoma de Madrid en cuanto a la educación especializada o los documentos oficiales publicados por la Consejería de Educación.

Enlaces relacionados:
- [Real Decreto 1/2013 sobre medidas para mejorar la accesibilidad a la educación en personas con discapacidades](https://www.boe.es/diario_boe/pdfs/2013/08/07/64-a.pdf)
- [Directrices de la Comunidad Autónoma de Madrid sobre Educación Especializada (en castellano)](http://www.madrid.org/download/591/591_directrices_de_la_comunidad_autonoma_de_madrid_sobre_educaci%C3%B3n_especializada)
- [Ley 14/2015, de 28 de septiembre, sobre Educación Pública (en castellano)](https://www.boe.es/diario_boe/pdfs/2015/9/32/00-BOE-A-2015-28_03_24.pdf)",232.580458402634,"La Red de Orientación Educativa y Psicopedagógica en la Comunidad de Madrid es un sistema estructurado compuesto por varios equipos especializados que trabajan conjuntamente para garantizar una orientación educativa integral y adecuada a las necesidades específicas de los alumnos. 

La red está dividida en dos grandes grupos, siendo estos: Equipos Generales y Equipos Especiales (que incluyen el Equipo Específico). Los equipos generales son responsables del seguimiento, asesoramiento y colaboración con los centros educativos y la familia. Se encargan de desarrollar una estrategia personalizada para cada alumno, considerando su desarrollo integral y las diversas necesidades que puedan presentar.

Los equipos especiales se enfocan en aspectos más específicos como el seguimiento de los alumnos con necesidades educativas especiales (NEE), la atención a la diversidad, la orientación académica y profesional o la atención médico-psicológica. Estos equipos trabajan estrechamente junto a servicios externos como los de salud mental infantil, el sistema judicial, etc.

La comunicación entre estos equipos se lleva a cabo a través de una red interdisciplinaria que permite el intercambio y la coordinación de información entre los diferentes especialistas involucrados en el proceso de orientación educativa. Además, hay un sistema de apoyo administrativo para facilitar este trabajo colaborativo.

La Red también establece una estrecha relación con otros centros de la comunidad, como las escuelas infantiles y los servicios sociales, para garantizar que los alumnos reciban la atención integral necesaria en su desarrollo educativo y personal.

En resumen, la Red de Orientación Educativa y Psicopedagógica en la Comunidad de Madrid es un sistema bien organizado compuesto por varios equipos especializados cuyo objetivo es garantizar una orientación adecuada para cada alumno, asegurando su desarrollo integral y considerando sus necesidades específinas.",194.131425619125,
CP INF-PRI ANTONIO MORENO ROSALES,https://www.educa2.madrid.org/web/centro.cp.antoniomorenoro.madrid,CALLE OLMO Nº4 28012 ( MADRID).,72.1571123600006,Horario del colegio: N/A (No se encontró el horario en el texto proporcionado),70.2855989933014,
CP INF-PRI EMILIA PARDO BAZAN,"https://colesyguardes.es/colegio/ceip-emilia-pardo-bazn/141#:~:text=Emilia%20Pardo%20Baz%C3%A1n,-P%C3%9ABLICO&text=Calle%20Ventorrillo%2C%2014%2C%20CP%3A%2028005.","Calle Ventorrillo, 14, CP: 28005, Distrito Centro, Madrid

Reply=Calle Ventorrillo, 14, CP: 28005.",39.7540295124054,"Horario jornada lectiva: Octubre a Mayo - 9:00-12:30 / 14:30-16:00 Septiembre y Junio - 9:00-13:00

Horario ampliado después de la jornada lectiva: 16:00-17:00",46.4323966503143,
CP INF-PRI ISABEL LA CATOLICA,https://colesyguardes.es/colegio/ceip-isabel-la-catlica/142#:~:text=Calle%20Barcel%C3%B3%2C%202%2C%20CP%3A%2028004.,"Calle Barceló, 2, CP: 28004. Distrito Centro, Madrid.",68.1707847118378,"Horario jornada lectiva: Octubre a Mayo - 9:00-12:30 / 14:30-16:00 Septiembre y Junio - 9:00-13:00

-------------------------",75.5637941360474,
CP INF-PRI NUESTRA SEÑORA DE LA,https://gestiona.comunidad.madrid/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28010886,"```json
[
    {
        ""id_centro"": ""28021550"",
        ""nombre_centro"": ""IES GARCIA MORATO - (Madrid) - (Bilingüe)"",
        ""etapa_educativa"": [
            {""edad"": 6, ""nivel"": ""Primaria""},
            {""edad"": 1, ""nivel"": ""Educación Secundaria Obligatoria""}
        ]
    },
    {
        ""id_centro"": ""28028672"",
        ""nombre_centro"": ""IES RAMIRO DE MAEZTU - (Madrid) - (Bilingüe)"",
        ""etapa_educativa"": [
            {""edad"": 6, ""nivel"": ""Primaria""},
            {""edad"": 1, ""nivel"": ""Educación Secundaria Obligatoria""}
        ]
    },
    // ... (el resto de los centros seguiría el mismo formato)
]
```",98.9591596126556,"```markdown
6º de Educación Primaria (LOMLOE) 1º de ESO (LOMLOE) 28079357 - IES JANE GOODALL - Madrid - Bilingüe
```",72.2115814685822,
