code,name,tipo,titularidad,titular,territorio,dircc,tlf,fax,web,email,jornada,mncp,etps_educ,dist_coche,dist_trns_pub,dist_andnd
28029111,"CP INF-PRI ""PRINCIPE DE ASTURIAS""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"carretera colmenar viejo k. 15, 28049, Madrid (Fuencarral-El Pardo).",917355115/689249411,917355003,http://www.educa.madrid.org/cp.principeasturias.madrid,cp.principeasturias.madrid@educa.madrid.org,Jornada partida,Madrid(Fuencarral-El Pardo),InfII - Pri,,,
28021321,"CP INF-PRI ""RABINDRANATH TAGORE""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de julio palacios 35, 28029, Madrid (Fuencarral-El Pardo).",917332373,913232892,http://www.educa.madrid.org/cp.tagore.madrid,cp.tagore.madrid@educa.madrid.org,Jornada partida,Madrid(Fuencarral-El Pardo),InfII - Pri,,,
28006184,"CP INF-PRI ""REPUBLICA DEL PARAGUAY""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de manresa 60, 28034, Madrid (Fuencarral-El Pardo).",917343888,917351680,http://www.educa.madrid.org/cp.paraguay.madrid,cp.paraguay.madrid@educa.madrid.org,Jornada continua,Madrid(Fuencarral-El Pardo),InfII - Pri,,,
28004941,"CP INF-PRI ""VASCO NUÑEZ DE BALBOA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de nuestra señora de valverde 149, 28034, Madrid (Fuencarral-El Pardo).",917343267/917350225,917355336,http://www.educa.madrid.org/cp.nunezdebalboa.madrid,cp.nunezdebalboa.madrid@educa.madrid.org,Jornada partida,Madrid(Fuencarral-El Pardo),InfII - Pri,,,
28021161,"CP EE ""FRANCISCO DEL POZO""",COLEGIO DE EDUCACIÓN ESPECIAL,Público,AYUNTAMIENTO,Madrid-Capital,"callejon de dómine 6, 28034, Madrid (Fuencarral-El Pardo).",913584287/660642849,913580485,http://www.educa.madrid.org/cpee.franciscodelpozo.madrid,cpee.franciscodelpozo.madrid@educa.madrid.org,Jornada partida,Madrid(Fuencarral-El Pardo),EDES,,,
28039116,"CP EE ""LA QUINTA""",COLEGIO DE EDUCACIÓN ESPECIAL,Público,AYUNTAMIENTO,Madrid-Capital,"carretera de somontes al palacio de la quinta 1, 28048, Madrid (Fuencarral-El Pardo).",913760579/913761769,913760400,http://www.educa.madrid.org/cpee.laquinta.madrid,cpee.laquinta.madrid@educa.madrid.org,Jornada partida,Madrid(Fuencarral-El Pardo),EDES,,,
28042942,"CEPA ""FUENCARRAL""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de braille 10, 28034, Madrid (Fuencarral-El Pardo).",917364684,917340489,http://www.educa.madrid.org/cepa.fuencarral.madrid,cepa.fuencarral.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Fuencarral-El Pardo),PProf - EPA,,,
28033321,"CEPA ""JOSE LUIS SAMPEDRO""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de chantada 34, 28029, Madrid (Fuencarral-El Pardo).",913781949,917301887,http://www.educa.madrid.org/cepa.sampedro.madrid,cepa.sampedro.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Fuencarral-El Pardo),FPB - PProf - EPA,,,
28057994,"A. HOSP. ""AULA HOSPITALARIA LA PAZ""",AULA HOSPITALARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"paseo de la castellana 261, 28046, Madrid (Fuencarral-El Pardo).",917277588,917277588,http://www.educa.madrid.org/ah.lapaz.madrid,ah.lapaz.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Fuencarral-El Pardo),,,,
28058007,"A. HOSP. ""AULA HOSPITALARIA RAMON Y CAJAL""",AULA HOSPITALARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"carretera de colmenar viejo 9,100, 28034, Madrid (Fuencarral-El Pardo).",917293907,917293907,http://www.educa.madrid.org/ah.ramonycajal.madrid,ah.ramonycajal.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Fuencarral-El Pardo),,,,
28066065,"CREI ""SAGRADO CORAZON DE JESUS""",CENTRO REGIONAL DE ENSEÑANZAS INTEGRADAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"carretera de colmenar viejo , km. 13,500  28049, Madrid (Fuencarral-El Pardo).",914650640,914611395,http://www.educa.madrid.org/crei.scorazon.madrid,crei.scorazon.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Fuencarral-El Pardo),ESO - FPB - PProf EPA,,,
28020855,"IES ""CARDENAL HERRERA ORIA""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de fermín caballero 68, 28034, Madrid (Fuencarral-El Pardo).",913781940/913780598,917385794,http://www.educa.madrid.org/ies.cardenalherrera.madrid,ies.cardenalherrera.madrid@educa.madrid.org,Jornada continua,Madrid(Fuencarral-El Pardo),ESO - Bach - PProf,,,
28022724,"IES ""CIUDAD ESCOLAR""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"carretera de colmenar viejo k12,8, 28049, Madrid (Fuencarral-El Pardo).",917341244/917342700,917352541,http://www.educa.madrid.org/ies.ciudadescolar.madrid,ies.ciudadescolar.madrid@educa.madrid.org,Jornada continua,Madrid(Fuencarral-El Pardo),FPB - FPGM - FPGS,,,
28030186,"IES ""DAMASO ALONSO""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de alfredo marquerie 21, 28034, Madrid (Fuencarral-El Pardo).",917388675,917390683,http://www.educa.madrid.org/ies.damasoalonso.madrid,ies.damasoalonso.madrid@educa.madrid.org,Jornada continua,Madrid(Fuencarral-El Pardo),ESO - Bach - FPB PProf - FPGM - FPGS,,,
28020119,"IES ""GREGORIO MARAÑON""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de el ferrol 43, 28029, Madrid (Fuencarral-El Pardo).",917310421,,http://www.educa.madrid.org/ies.gregoriomaranon.madrid,ies.gregoriomaranon.madrid@educa.madrid.org,Jornada continua,Madrid(Fuencarral-El Pardo),ESO - Bach - FPGM FPGS,,,
28048294,"IES ""HOTEL ESCUELA DE LA COMUNIDAD DE MADRID""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"carretera de colmenar viejo k12.8, 28049, Madrid (Fuencarral-El Pardo).",913721333/911080256,913720681,http://www.educa.madrid.org/ies.hotelescuela.madrid,ies.hotelescuela.madrid@educa.madrid.org,Jornada continua,Madrid(Fuencarral-El Pardo),FPGM - FPGS,,,
28038823,"IES ""ISAAC NEWTON""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de joaquín lorenzo 2, 28035, Madrid (Fuencarral-El Pardo).",913732052/913866587,913732177,http://www.educa.madrid.org/ies.newton.madrid,ies.newton.madrid@educa.madrid.org,Jornada continua,Madrid(Fuencarral-El Pardo),ESO - Bach,,,
28077889,"IES ""MALALA YOUSAFZAI""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la sierra de atapuerca 5, 28050, Madrid (Fuencarral-El Pardo).",916533100/682530036,,http://www.educa.madrid.org/ies.malalayousafzai.madrid,ies.malalayousafzai.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Fuencarral-El Pardo),ESO - Bach,,,
28038355,"IES ""MIRASIERRA""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la portera del cura 4, 28034, Madrid (Fuencarral-El Pardo).",917346532/917341876,913720171,http://www.educa.madrid.org/ies.mirasierra.madrid,ies.mirasierra.madrid@educa.madrid.org,Jornada continua,Madrid(Fuencarral-El Pardo),ESO - Bach - FPGM FPGS,,,
28047411,"IES ""PRINCIPE FELIPE""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de finisterre 60, 28029, Madrid (Fuencarral-El Pardo).",913146312,913159895,http://www.educa.madrid.org/ies.principefelipe.madrid,ies.principefelipe.madrid@educa.madrid.org,Jornada continua,Madrid(Fuencarral-El Pardo),ESO - Bach - FPB FPGM - FPGS,,,
28019351,"IES ""SAN FERNANDO""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"carretera de colmenar viejo k13.5, 28049, Madrid (Fuencarral-El Pardo).",917342700/917342700,,http://www.educa.madrid.org/ies.sanfernando.madrid,ies.sanfernando.madrid@educa.madrid.org,Jornada continua,Madrid(Fuencarral-El Pardo),ESO - Bach - FPB FPGM - FPGS,,,
28043429,"EEI ""LA ALMUDENA""",ESCUELA INFANTIL,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de motilla del palancar 19, 28043, Madrid (Hortaleza).",913003078/620331092,917590884,http://www.educa.madrid.org/eei.laalmudena.madrid,eei.laalmudena.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),InfI,,,
28047897,"EEI ""PARQUE DE HORTALEZA""",ESCUELA INFANTIL,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del mar caspio 6, 28033, Madrid (Hortaleza).",913815461/608497998,913815461,http://www.educa.madrid.org/eei.parquehortaleza.madrid,eei.parquehortaleza.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),InfI,,,
28077865,"CP INF-PRI ""ALFREDO DI STEFANO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de félix candela 4, 28055, Madrid (Hortaleza).",660906527/910592700,912723215,http://www.educa.madrid.org/cp.alfredodistefano.madrid,cp.alfredodistefano.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Hortaleza),InfII - Pri - ESO,,,
28072995,"CP INF-PRI ""CORTES DE CADIZ""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de niceto alcalá zamora c/v isabel de valois s/n, 28050, Madrid (Hortaleza).",911727223/659788153,911720746,http://www.educa.madrid.org/cp.cortesdecadiz.madrid,cp.cortesdecadiz.madrid@educa.madrid.org,Jornada partida,Madrid(Hortaleza),InfII - Pri,,,
28028854,"CP INF-PRI ""DIONISIO RIDRUEJO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de zipaquira 14, 28033, Madrid (Hortaleza).",917639188/913820905,917639188,http://www.educa.madrid.org/cp.dionisioridruej.madrid,cp.dionisioridruej.madrid@educa.madrid.org,Jornada partida,Madrid(Hortaleza),InfI - InfII - Pri,,,
28021409,"CP INF-PRI ""ESPERANZA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de andorra 12, 28043, Madrid (Hortaleza).",913003012,913003012,http://www.educa.madrid.org/cp.esperanza.madrid,cp.esperanza.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),InfII - Pri,,,
28021291,"CP INF-PRI ""FILOSOFO SENECA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de santa adela 21, 28033, Madrid (Hortaleza).",917638145,,http://www.educa.madrid.org/cp.seneca.madrid,cp.seneca.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),InfII - Pri,,,
28037648,"CP INF-PRI ""GARCILASO DE LA VEGA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de trefacio 18, 28043, Madrid (Hortaleza).",913882060/639253558,917161701,http://www.educa.madrid.org/cp.garcilaso.madrid,cp.garcilaso.madrid@educa.madrid.org,Jornada partida,Madrid(Hortaleza),InfII - Pri,,,
28040106,"CP INF-PRI ""HORTALEZA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de valdetorres de jarama 1, 28033, Madrid (Hortaleza).",917642900/690359271,913816099,http://www.educa.madrid.org/cp.hortaleza.madrid,cp.hortaleza.madrid@educa.madrid.org,Jornada partida,Madrid(Hortaleza),InfII - Pri,,,
28020533,"CP INF-PRI ""JUAN ZARAGUETA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle vía de los poblados 17, 28033, Madrid (Hortaleza).",917630869/913821057,917630869,http://www.educa.madrid.org/cp.juanzaragueta.madrid,cp.juanzaragueta.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),InfII - Pri,,,
28021367,"CP INF-PRI ""LUIS CERNUDA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del carril del conde 64, 28043, Madrid (Hortaleza).",913002732/917219794,913002732,http://www.educa.madrid.org/cp.luiscernuda.madrid,cp.luiscernuda.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),InfII - Pri,,,
28005878,"CP INF-PRI ""MENDEZ NUNEZ""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de alicun 9, 28033, Madrid (Hortaleza).",913024834,913024834,http://www.educa.madrid.org/cp.mendeznunez.madrid,cp.mendeznunez.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),InfII - Pri,,,
28031351,"CP INF-PRI ""PABLO PICASSO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de ángel luis de la herrán 35, 28043, Madrid (Hortaleza).",913821795/917646297,917646297,http://www.educa.madrid.org/cp.picasso.madrid,cp.picasso.madrid@educa.madrid.org,Jornada partida,Madrid(Hortaleza),InfII - Pri,,,
28006068,"CP INF-PRI ""PINAR DEL REY""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de san luis 23, 28033, Madrid (Hortaleza).",917664763,917680970,http://www.educa.madrid.org/cp.pinardelrey.madrid,cp.pinardelrey.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),InfII - Pri,,,
28026067,"CP INF-PRI ""RAMON PEREZ DE AYALA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de motilla del palancar 19, 28043, Madrid (Hortaleza).",917592205,917599412,http://www.educa.madrid.org/cp.perezdeayala.madrid,cp.perezdeayala.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),InfII - Pri,,,
28019567,"CP INF-PRI ""SAN MIGUEL""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de la virgen del carmen 32, 28033, Madrid (Hortaleza).",917639281,917639281,http://www.educa.madrid.org/cp.sanmiguel.madrid,cp.sanmiguel.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),InfII - Pri,,,
28031075,"CP INF-PRI ""VIRGEN DEL CORTIJO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de manoteras 41, 28050, Madrid (Hortaleza).",917661215,913844438,http://www.educa.madrid.org/cp.cortijo.madrid,cp.cortijo.madrid@educa.madrid.org,Jornada partida,Madrid(Hortaleza),InfII - Pri,,,
28021151,"CP EE ""PRINCESA SOFIA""",COLEGIO DE EDUCACIÓN ESPECIAL,Público,AYUNTAMIENTO,Madrid-Capital,"carretera de canillas 51, 28043, Madrid (Hortaleza).",913883106,913881650,http://www.educa.madrid.org/cpee.princesasofia.madrid,cpee.princesasofia.madrid@educa.madrid.org,Jornada partida,Madrid(Hortaleza),EDES,,,
28045347,"CEPA ""DULCE CHACON""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la abertura 2, 28033, Madrid (Hortaleza).",913811272,917630931,http://www.educa.madrid.org/cepa.dulcechacon.madrid,cepa.dulcechacon.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Hortaleza),PProf - EPA,,,
28033311,"CEPA ""HORTALEZA-MAR AMARILLO""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del mar amarillo 21, 28033, Madrid (Hortaleza).",917637790,913820234,http://www.educa.madrid.org/cepa.maramarillo.madrid,cepa.maramarillo.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Hortaleza),PProf - EPA,,,
28043260,"CEPA ""PABLO GUZMAN""",CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de andorra 19bis, 28043, Madrid (Hortaleza).",913003725/912338517,913003725,http://www.educa.madrid.org/cepa.pabloguzman.madrid,cepa.pabloguzman.madrid@educa.madrid.org,Sin tipo de jornada identificada,Madrid(Hortaleza),PProf - EPA,,,
28701032,"CET ""NORTE""",CENTRO EDUCATIVO-TERAPÉUTICO,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la virgen de aránzazu 5, piso: 4º, 28034, Madrid (Hortaleza).",913819416/699505528,913825798,http://www.educa.madrid.org/cet.norte.madrid,cet.norte.madrid@educa.madrid.org,,Madrid(Hortaleza),,,,
28030575,"IES ""ARTURO SORIA""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de somontín 59, 28033, Madrid (Hortaleza).",913028445,917668081,http://www.educa.madrid.org/ies.arturosoria.madrid,ies.arturosoria.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),ESO - Bach,,,
28020545,"IES ""CONDE DE ORGAZ""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de nápoles 56, 28043, Madrid (Hortaleza).",913884579/913884521,913886113,http://www.educa.madrid.org/ies.condedeorgaz.madrid,ies.condedeorgaz.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),ESO - Bach,,,
28038367,"IES ""FRANCISCO TOMAS Y VALIENTE""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de benita ávila 3, 28043, Madrid (Hortaleza).",917591114/917594152,,http://www.educa.madrid.org/ies.tomasyvaliente.madrid,ies.tomasyvaliente.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),FPB - FPGM - FPGS,,,
28039888,"IES ""GABRIEL GARCIA MARQUEZ""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del nevado del ruiz 1, 28033, Madrid (Hortaleza).",913812820/913812826,913816423,http://www.educa.madrid.org/ies.garciamarquez.madrid,ies.garciamarquez.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),ESO - Bach,,,
28073859,"IES ""MANUEL FRAGA IRIBARNE""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de niceto alcalá zamora 54, 28050, Madrid (Hortaleza).",912761503/609746456,912749994,http://www.educa.madrid.org/ies.manuelfragairibarne.madrid,ies.manuelfragairibarne.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),ESO - Bach,,,
28030150,"IES ""RAMON Y CAJAL""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"avenida de manoteras 55, 28050, Madrid (Hortaleza).",917660911/917665404,,http://www.educa.madrid.org/ies.ramonycajal.madrid,ies.ramonycajal.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),ESO - Bach,,,
28037028,"IES ""ROSA CHACEL""",INSTITUTO DE EDUCACIÓN SECUNDARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de abizanda 70, 28033, Madrid (Hortaleza).",913821905/913821322,917646902,http://www.educa.madrid.org/ies.rosachacel.madrid,ies.rosachacel.madrid@educa.madrid.org,Jornada continua,Madrid(Hortaleza),FPB - FPGM - FPGS,,,
28063799,"CP INF-PRI-SEC ""ADOLFO SUAREZ""","COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de la infanta catalina micaela 31, 28050, Madrid (Hortaleza).",917502058/676562792,917189274,http://www.educa.madrid.org/cp.adolfosuarez.madrid,cp.adolfosuarez.madrid@educa.madrid.org,Jornada partida,Madrid(Hortaleza),InfII - Pri - ESO,,,
28700532,"EOEP ATEN-TEMPR ""EQUIPO ATENCION TEMPRANA HORTALEZA""",EQUIPO DE ORIENTACIÓN EDUCATIVA Y PSICOPEDAGÓGICA. ATENCIÓN TEMPRANA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de zipaquira 14, 28033, Madrid (Hortaleza).",913817347,913817347,http://www.educa.madrid.org/eoep.at.hortaleza,eoep.at.hortaleza@educa.madrid.org,,Madrid(Hortaleza),,,,
28043508,"EEI ""CHAVALITOS""",ESCUELA INFANTIL,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de pradales 8, 28047, Madrid (Latina).",914647850/914647591,914630659,http://www.educa.madrid.org/eei.chavalitos.madrid,eei.chavalitos.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfI,,,
28043570,"EEI ""LAS MARAVILLAS""",ESCUELA INFANTIL,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de anselmo lorenzo 4, 28044, Madrid (Latina).",915091069/915091367,917066735,http://www.educa.madrid.org/eei.lasmaravillas.madrid,eei.lasmaravillas.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfI,,,
28043636,"EEI ""PUERTA DEL ANGEL""",ESCUELA INFANTIL,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de juan tornero 13, 28011, Madrid (Latina).",914645669/915265485,914645669,http://www.educa.madrid.org/eei.puertadelangel.madrid,eei.puertadelangel.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfI,,,
28018393,"CP INF-PRI ""ALCALDE DE MOSTOLES""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de aldeanueva de la vera 9, 28044, Madrid (Latina).",917055465,915095129,http://www.educa.madrid.org/cp.alcaldedemostoles.madrid,cp.alcaldedemostoles.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfII - Pri,,,
28018401,"CP INF-PRI ""AMADEO VIVES""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de los yébenes 6, 28047, Madrid (Latina).",919135075/682253011,,http://www.educa.madrid.org/cp.amadeovives.madrid,cp.amadeovives.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfII - Pri,,,
28005155,"CP INF-PRI ""BOLIVIA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de villavaliente 29, 28011, Madrid (Latina).",914649989,914649989,http://www.educa.madrid.org/cp.bolivia.madrid,cp.bolivia.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfII - Pri,,,
28019439,"CP INF-PRI ""CIUDAD DE BADAJOZ""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de fray josé cerdeiriña 51, 28024, Madrid (Latina).",917065611,917107103,http://www.educa.madrid.org/cp.ciudaddebadajoz.madrid,cp.ciudaddebadajoz.madrid@educa.madrid.org,Jornada partida,Madrid(Latina),InfII - Pri - EDES,,,
28010527,"CP INF-PRI ""COSTA RICA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de camarena 247, 28047, Madrid (Latina).",917171601,917174500,http://www.educa.madrid.org/cp.costarica.madrid,cp.costarica.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfII - Pri - EDES,,,
28010539,"CP INF-PRI ""CUBA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de tembleque 58, 28024, Madrid (Latina).",915187564,915180170,http://www.educa.madrid.org/cp.cuba.madrid,cp.cuba.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfI - InfII - Pri,,,
28010576,"CP INF-PRI ""ERMITA DEL SANTO""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"paseo de la ermita del santo 18, 28011, Madrid (Latina).",914642590,914642590,http://www.educa.madrid.org/cp.ermitadelsanto.madrid,cp.ermitadelsanto.madrid@educa.madrid.org,Jornada partida,Madrid(Latina),InfII - Pri,,,
28019397,"CP INF-PRI ""FRANCISCO ARRANZ""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,MINISTERIO DE DEFENSA,Madrid-Capital,"calle de sondica 2, 28044, Madrid (Latina).",917066882/660754411,917066882,http://www.educa.madrid.org/cp.franciscoarranz.madrid,cp.franciscoarranz.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfII - Pri,,,
28010680,"CP INF-PRI ""FRANCISCO DE GOYA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de antillón 23, 28011, Madrid (Latina).",914637472,914633270,http://www.educa.madrid.org/cp.goya.madrid,cp.goya.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfII - Pri,,,
28005441,"CP INF-PRI ""GONZALO FERNANDEZ DE CORDOBA""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de adanero 3, 28024, Madrid (Latina).",917113625/682063352,917113735,http://www.educa.madrid.org/cp.fernandezdecord.madrid,cp.fernandezdecord.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfII - Pri,,,
28005489,"CP INF-PRI ""HERMANOS PINZON""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle del azor 4, 28024, Madrid (Latina).",915186040,915186040,http://www.educa.madrid.org/cp.hermanospinzon.madrid,cp.hermanospinzon.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfII - Pri,,,
28005490,"CP INF-PRI ""HERNAN CORTES""",COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,Público,COMUNIDAD DE MADRID,Madrid-Capital,"calle de los yébenes 241, 28047, Madrid (Latina).",917176844,917180472,http://www.educa.madrid.org/cp.hernancortes.madrid,cp.hernancortes.madrid@educa.madrid.org,Jornada continua,Madrid(Latina),InfI - InfII - Pri,,,
